###,poem_id,display_name,place_id,place_name,year,verse,word,word_normalised,word_lemmatised (local),lemma_standard (Finnish/Estonian & minority languages if needed),root (Est/Fi,English,Refrain / onomatopoetic word,Comment
1422,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,70 Ei ruta meiän rukiihet,ei,ei,ei,ei,ei,no,,
1423,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,70 Ei ruta meiän rukiihet,ruta,ruta,ruttaa,ruttaa,ruttama,to hasten,,
1424,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,70 Ei ruta meiän rukiihet,meiän,meiän,me,me,me,we,,
1425,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,70 Ei ruta meiän rukiihet,rukiihet,rukiihet,ruis,ruis,ruis,rye,,
1426,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"Eik' tomua tonko-pellot.""",eik,eik,ei,ei,ei,no,,
1427,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"Eik' tomua tonko-pellot.""",tomua,tomua,tomuta,tomuta,tomu,"to dust, to pollinate",,
1428,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"Eik' tomua tonko-pellot.""",tonkopellot,tonkopellot,toukopelto,toukopelto,touko & pelto,spring sowing field,,
1429,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"""Nyt mään sinua myöte,",nyt,nyt,nyt,nyt,nyt,now,,
1430,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"""Nyt mään sinua myöte,",mään,mään,mennä,mennä,mennä,to go,,
1431,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"""Nyt mään sinua myöte,",sinua,sinua,siä,sinä,sinä,you,,
1432,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"""Nyt mään sinua myöte,",myöte,myöte,myöte,myöten,myöten,along,,
1433,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"Siä hyvin teit tullessas',",siä,siä,siä,sinä,sinä,you,,
1434,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"Siä hyvin teit tullessas',",hyvin,hyvin,hyvin,hyvin,hyvin,well,,
1435,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"Siä hyvin teit tullessas',",teit,teit,tehdä,tehdä,tehdä,to do,,
1436,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"Siä hyvin teit tullessas',",tullessas,tullessas,tulla,tulla,tulla,to come,,
1437,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,Paremmin teit paettuas':,paremmin,paremmin,parempi,parempi,parempi,better,,
1438,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,Paremmin teit paettuas':,teit,teit,tehdä,tehdä,tehdä,to do,,
1439,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,Paremmin teit paettuas':,paettuas,paettuas,paeta,paeta,paeta,to escape,,
1440,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"75 Puhuit puut lehelliseks',",puhuit,puhuit,puhua,puhua,puhua,to speak,,
1441,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"75 Puhuit puut lehelliseks',",puut,puut,puu,puu,puu,tree,,
1442,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"75 Puhuit puut lehelliseks',",lehelliseks,lehelliseks,lehti,lehti,lehti,leaf,,
1443,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"Kapussat kuvulliseks',",kapussat,kapussat,kapussa,kapussa,kapussa,cabbage,,
1444,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,"Kapussat kuvulliseks',",kuvulliseks,kuvulliseks,kupu,kupu,kupu,head,,
1445,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,Kagrat helpehelliseks',kagrat,kagrat,kagroi,kagra,kagra,oat,,
1446,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,Kagrat helpehelliseks',helpehelliseks,helpehelliseks,helve,helve,helve,lodicule,,
1447,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,(Pyhä Ukko armolliin,pyhä,pyhä,pyhä,pyhä,pyhä,"holy, saint",,
1448,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,(Pyhä Ukko armolliin,ukko,ukko,ukko,ukko,ukko,"old man, Ukko (the sky god)",,
1449,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,(Pyhä Ukko armolliin,armolliin,armolliin,armolliin,armollinen,armo,merciful,,
1450,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,Tuli jo meille vierahisse.),tuli,tuli,tulla,tulla,tulla,to come,,
1451,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,Tuli jo meille vierahisse.),jo,jo,jo,jo,jo,already,,
1452,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,Tuli jo meille vierahisse.),meille,meille,me,me,me,we,,
1453,skvr04140290,SKVR IV3 4029.,skvr_6375,Kaprio,1891,Tuli jo meille vierahisse.),vierahisse,vierahisse,vieras,vieras,vieras,guest,,
1494,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Nyt saab lunta uutta lunta,",nyt,nyt,nyt,nyt,nyt,now,,
1495,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Nyt saab lunta uutta lunta,",saab,saab,saata,saada,saada,to get,,
1496,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Nyt saab lunta uutta lunta,",lunta,lunta,lumi,lumi,lumi,snow,,
1497,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Nyt saab lunta uutta lunta,",uutta,uutta,uusi,uusi,uusi,new,,
1498,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Nyt saab lunta uutta lunta,",lunta,lunta,lumi,lumi,lumi,snow,,
1499,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Valab vasesta ragetta,valab,valab,valaa,valaa,valaa,"to pour, to cast, to throw",,
1500,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Valab vasesta ragetta,vasesta,vasesta,vaski,vaski,vaski,copper,,
1501,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Valab vasesta ragetta,ragetta,ragetta,rae,rae,rae,hailstone,,
1502,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Uue turgu uulitsale,",uue,uue,uusi,uusi,uusi,new,,
1503,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Uue turgu uulitsale,",turgu,turgu,turgu,turku,turku,marketplace ,,"according to Votic dictionary a group, a mass. Yet, the Ingrian/FInnish/Karelian meaning goest better with the parallel verse"
1504,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Uue turgu uulitsale,",uulitsale,uulitsale,uulitsa,uulitsa,uulitsa,street,,
1505,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"*Vana torgu vaaniale,*",vana,vana,vana,vanha,vanha,old,,
1506,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"*Vana torgu vaaniale,*",torgu,torgu,torgu,torgu,torgu,trading,,
1507,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"*Vana torgu vaaniale,*",vaaniale,vaaniale,vaania,vainio,vainio,meadow,,
1508,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,5 Vassese paja ettee.,vassese,vassese,vaski,vaski,vaski,copper,,
1509,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,5 Vassese paja ettee.,paja,paja,paja,paja,paja,forge,,
1510,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,5 Vassese paja ettee.,ettee,ettee,ettee,eteen,eteen,in front of,,
1511,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Tuleb neljä neitsykkeissä,tuleb,tuleb,tulla,tulla,tulla,to come,,
1512,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Tuleb neljä neitsykkeissä,neljä,neljä,neljä,neljä,neljä,four,,
1513,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Tuleb neljä neitsykkeissä,neitsykkeissä,neitsykkeissä,neitsykkeinõ,neitsy,neiti,young woman,,
1514,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Kaikki kŏrva rengaissa,",kaikki,kaikki,kaikki,kaikki,kaikki,all,,
1515,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Kaikki kŏrva rengaissa,",korva,körva,körva,korva,korva,ear,,
1516,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Kaikki kŏrva rengaissa,",rengaissa,rengaissa,rengas,rengas,rengas,ring,,
1517,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"*Puolet puokka toimikkaisa,",puolet,puolet,puoli,puoli,puoli,half,,
1518,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"*Puolet puokka toimikkaisa,",puokka,puokka,puokka,polle,polle,apron,,
1519,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"*Puolet puokka toimikkaisa,",toimikkaisa,toimikkaisa,toimikaz,toimikas,toimikas,twill,,
1520,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Tŏinen puoli poimituisa.*,toinen,tõinen,tõinen,toinen,toinen,other,,
1521,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Tŏinen puoli poimituisa.*,puoli,puoli,puoli,puoli,puoli,side,,
1522,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Tŏinen puoli poimituisa.*,poimituisa,poimituisa,poimituisa,poimituisa,poimia,woven patterned fabric,,
1523,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,10 Juttevat toine toiselesa:,juttevat,juttevat,jutõlla,jutella,jutella,to talk,,
1524,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,10 Juttevat toine toiselesa:,toine,toine,toine,toinen,toinen,other,,
1525,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,10 Juttevat toine toiselesa:,toiselesa,toiselesa,toiselesa,toinen,toinen,other,,
1526,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Milla noimma mäntsjämää,",milla,milla,mikä,mikä,mikä,with what,,
1527,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Milla noimma mäntsjämää,",noimma,noimma,noissa,nousta,nousta,to start,,
1528,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Milla noimma mäntsjämää,",mäntsjämää,mäntšjämää,mäntšää ,mängita,mäntsjämää,to play,,Standard and root lemma in Estonian
1529,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Kulilago vai kalilla.,kulilago,kulilago,kuli,kuli,kuli,"Finnic skittles game, a skittle",,
1530,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Kulilago vai kalilla.,vai,vai,vai,vai,vai,or,,
1531,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Kulilago vai kalilla.,kalilla,kalilla,kali,kali,kali,"Finnic skittles game, a stick to throw",,
1532,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Kuli kukku taivaase,",kuli,kuli,kuli,kuli,kuli,"Finnic skittles game, a skittle",,
1533,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Kuli kukku taivaase,",kukku,kukku,kukkua,kukkua,kukkua,to to call,,
1534,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Kuli kukku taivaase,",taivaase,taivaase,taivas,taivas,taivas,sky,,
1535,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Kali veeri kalmoteele,",kali,kali,kali,kali,kali,"Finnic skittles game, a stick to throw",,
1536,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Kali veeri kalmoteele,",veeri,veeri,veerrä,vieriä,vieriä,to roll,,
1537,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Kali veeri kalmoteele,",kalmoteele,kalmoteele,kalmotee,kalmatie,kalma & tie,cemetery road,,
1538,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"15 Veerakkot kjerikkoteele,",veerakkot,veerakkot,veerakko /veerrä,vieriä,vieriä,to roll / rolling object,,
1539,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"15 Veerakkot kjerikkoteele,",kjerikkoteele,tšerikkotee,tšerikkotee,kjerikkoteele,kjerikkoteele,church road,,
1540,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Veeri velle tjääpä pääle.,veeri,veeri,veerrä,vieriä,vieriä,to roll,,
1541,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Veeri velle tjääpä pääle.,velle,velle,vello,veli,veli,brother,,
1542,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Veeri velle tjääpä pääle.,tjääpä,tšääpä,tšääpä,kääbas,kääbas,burrial mound,,Lemmatised in Estonian
1543,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Veeri velle tjääpä pääle.,pääle,pääle,päällä,päällä,päällä,on top of,,
1544,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Oi velvyt nimetä minua,",oi,oi,oi,oi,oi,Oh,,
1545,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Oi velvyt nimetä minua,",velvyt,velvyt,velvyd,velvyt,veli,brother,,
1546,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Oi velvyt nimetä minua,",nimetä,nimetä,nimettää,nimetä,nimetä,to speak by name,,
1547,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Oi velvyt nimetä minua,",minua,minua,miä,minä,minä,I ,,
1548,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Arvaele aigoani,",arvaele,arvaele,arvaella,arvella,arpa,guess,,
1549,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Arvaele aigoani,",aigoani,aigoani,aiga,aika,aika,time,,
1550,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,20 Veere velle kjäpä pääle.,veere,veere,veerrä,vieriä,vieriä,to roll,,
1551,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,20 Veere velle kjäpä pääle.,velle,velle,vello,veli,veli,brother,,
1552,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,20 Veere velle kjäpä pääle.,kjäpä,tšääpä,tšääpä,kääbas,kääbas,burrial mound,,Lemmatised in Estonian
1553,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,20 Veere velle kjäpä pääle.,pääle,pääle,päällä,päällä,päällä,on top of,,
1554,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Oi velvyt emäni lahsi,",oi,oi,oi,oi,oi,oh,,
1555,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Oi velvyt emäni lahsi,",velvyt,velvyt,velvyd,velvyt,veli,brother,,
1556,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Oi velvyt emäni lahsi,",emäni,emäni,emä,emä,emä,mother,,
1557,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Oi velvyt emäni lahsi,",lahsi,lahsi,lahsi,lapsi,lapsi,child,,
1558,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Mene koole kotona!,mene,mene,mennä,mennä,mennä,to go,,
1559,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Mene koole kotona!,koole,koole,koo ole,koti ole,koti & ole,home & to be,,two words written as one
1560,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Mene koole kotona!,kotona,kotona,koto,koti,koti,home,,
1561,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Tseehuta pata munea,",tseehuta,tseehuta,tšeehuttaa,kiehuttaa,kiehua,cook,,
1562,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Tseehuta pata munea,",pata,pata,pata,pata,pata,pot,,
1563,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Tseehuta pata munea,",munea,munea,muna,muna,muna,egg,,
1564,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Vaali vakka piirakoita,",vaali,vaali,vaalia,vaalia,vaalia,cherish,,
1565,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Vaali vakka piirakoita,",vakka,vakka,vakka,vakka,vakka,basket,,
1566,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Vaali vakka piirakoita,",piirakoita,piirakoita,piirakka,piirakka,piirakka,pie,,
1567,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Too munat mulla pääle,",too,too,toovva,tuoda,tuoda,to bring,,
1568,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Too munat mulla pääle,",munat,munat,muna,muna,muna,egg,,
1569,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Too munat mulla pääle,",mulla,mulla,muld,multa,multa,"earth, soil",,
1570,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Too munat mulla pääle,",pääle,pääle,pääle,päälle,päälle,on the top of,,
1571,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,25 Piirakaiset kjääpä pääle!,piirakaiset,piirakaiset,piirakka,piirakka,piirakka,pie,,
1572,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,25 Piirakaiset kjääpä pääle!,kjääpä,tšääpä,tšääpä,kääbas,kääbas,burrial mound,,Lemmatised in Estonian
1573,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,25 Piirakaiset kjääpä pääle!,pääle,pääle,päällä,päällä,päällä,on top of,,
1574,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Nimetä minu nimeni,",nimetä,nimetä,nimettää,nimetä,nimetä,to speak by name,,
1575,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Nimetä minu nimeni,",minu,minu,miä,minä,minä,I ,,
1576,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Nimetä minu nimeni,",nimeni,nimeni,nimi,nimi,nimi,name,,
1577,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Arvaa minu aigvoni,",arvaa,arvaa,arvaella,arvella,arpa,guess,,
1578,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Arvaa minu aigvoni,",minu,minu,miä,minä,minä,I ,,
1579,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,"Arvaa minu aigvoni,",aigvoni,aigvoni,aiga,aika,aika,time,,
1580,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Mi panna minu nimessi.,mi,mi,mi,mikä,mikä,what,,
1581,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Mi panna minu nimessi.,panna,panna,panna,panna,panna,to put,,
1582,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Mi panna minu nimessi.,minu,minu,miä,minä,minä,I ,,
1583,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Mi panna minu nimessi.,nimessi,nimessi,nimi,nimi,nimi,name,,
1584,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Ivana minu nimessi.,ivana,Ivana,Ivana,Ivana,Ivana,Ivana,,
1585,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Ivana minu nimessi.,minu,minu,miä,minä,minä,I ,,
1586,skvr04146320,SKVR IV3 Vatja 4632.,skvr_6450,Kattila,1844,Ivana minu nimessi.,nimessi,nimessi,nimi,nimi,nimi,name,,
1664,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
                                tuлe̮vad_nella nei̯₍tsukkee̮i̯ssa",tuлevad,tulevad,tulla,tulla,tulla,to come,,
1665,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
                                tuлe̮vad_nella nei̯₍tsukkee̮i̯ssa",nella,nella,nella,nella,nella,four,,
1666,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
                                tuлe̮vad_nella nei̯₍tsukkee̮i̯ssa",neitsukkeeissa,neitsukkeeissa,neitsukkõin,neitsyt,neito,"maiden, young woman",,
1667,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
                                vai̯te̮s kahē̮ kātte̮rai̯za",vaites,vaitõs,vaitõs,vain?,vain?,"exlusively, only",,
1668,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				vai̯te̮s kahē̮ kātte̮rai̯za",kahe,kahõõ,kahõõ,kahden,kahden,the two of them,,
1669,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				vai̯te̮s kahē̮ kātte̮rai̯za",katteraiza,kaattõraiza,katteraiza,katteraiza,katteraiza,decorated apron on the side or back side,,
1670,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				ke̮лmē̮ ke̮rvare̮ŋka-i̯za",keлme,kõlmõõ,kõlmõd,kolme,kolme,three,,
1671,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
                                ke̮лmē̮ ke̮rvare̮ŋka-i̯za",kervareŋkaiza,kõrvarõŋkaiza,kõrvarõŋgaz,korvarengas,korva & rengas,earring,,
1672,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				
i̯uttē̮vat_te̮i̯n-te̮i̯ze̮лē̮",iuttevat,juttevat,jutella,jutella,jutella,to talk,,
1673,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				
i̯uttē̮vat_te̮i̯n-te̮i̯ze̮лē̮",teinteizeлe,teinteizeлee,teinteizeлe,teinteizeлe,teinteizeлe,each other,,
1674,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				5 лaka tsītämmä tšülǟtä",лaka,laka,la,laskea,laskea,let us,,
1675,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				5 лaka tsītämmä tšülǟtä",tsitämmä,tšiitämmä,tšiittää,kiittää,kiittää,to thank,,
1676,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				5 лaka tsītämmä tšülǟtä",tsulätä,tšulätä,tšulä,kylä,kylä,village,,
1677,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				tšülättäni lidnottani",tsulättäni,tšulättäni,tšulä,kylä,kylä,village,,
1678,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				tšülättäni lidnottani",lidnottani,lidnottani,lidnõ,linna,linna,"town, castle",,
1679,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				mā-parassa pai̯kottani",maparassa,maaparassa,maa paras,maan paras,maa & paras,best on earth,,
1680,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				mā-parassa pai̯kottani",paikottani,paikottani,paikka,paikka,paikka,place,,
1681,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				pantu on pai̯kaлē̮ üvälē",pantu,pantu,panna,panna,panna,to put,,
1682,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				pantu on pai̯kaлē̮ üvälē",on,on,olla,olla,olla,to be,,
1683,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				pantu on pai̯kaлē̮ üvälē",paikaлe,paikalõõ,paikka,paikka,paikka,place,,
1684,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				pantu on pai̯kaлē̮ üvälē",uväle,üvälee,üva,hyvä,hyvä,good,,
1685,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				sui̯ pantu suлā merē",sui,sui,sui,suin,suin,towards,,
1686,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				sui̯ pantu suлā merē",pantu,pantu,panna,panna,panna,to put,,
1687,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				sui̯ pantu suлā merē",suлa,sulaa,sula,sula,sula,"soft, warm, unfrozen",,
1688,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				sui̯ pantu suлā merē",mere,meree,meri,meri,meri,sea,,
1689,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				10 päi̯ on päi̯vǟ ne̮i̯se̮mā",päi,päi,päi,päin,päin,towards,,
1690,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				10 päi̯ on päi̯vǟ ne̮i̯se̮mā",on,on,olla,olla,olla,to be,,
1691,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				10 päi̯ on päi̯vǟ ne̮i̯se̮mā",päivä,päivää,päivä,päivä,päivä,"day, sun",,
1692,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				10 päi̯ on päi̯vǟ ne̮i̯se̮mā",neisema,nõisõmaa,nõisõma,nousu,nousta,rise,,
1693,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				läpi tšülǟ tšülmä 
i̯ohze̮B",läpi,läpi,läpi,läpi,läpi,through,,
1694,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				läpi tšülǟ tšülmä 
i̯ohze̮B",tsulä,tšülää,tšülä,kylä,kylä,village,,
1695,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				läpi tšülǟ tšülmä 
i̯ohze̮B",tsulmä,tšülmä,tšülmä,kylmä,kylmä,cold (river),,
1696,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
				läpi tšülǟ tšülmä 
i̯ohze̮B",johzeb,johzõb,johzõõ,juosta,juosta,o run,,
1697,skvr04147970,SKVR IV3 Vatja 4797.,skvr_6450,Kattila,1914,"
                                aлл_on nituD pǟll_on 
pe̮ллod",aлл,all,all,alla,alla,below,,
