poem_id,word,manual_lemma,predicted_lemma,method,exact_match,is_dialectal,is_identity_fallback,verse,place_name,year
skvr05218500,vanha,vanha,vanha,v16_lexicon_tier1,YES,NO,NO,"""Vanha ämmä vakkasest'"".",Vuole,1894
skvr05218500,ämmä,ämmä,ämmä,v16_lexicon_tier1,YES,NO,NO,"""Vanha ämmä vakkasest'"".",Vuole,1894
skvr05218500,vakkasest,vakkasest,vakka,fuzzy_lexicon_morphological,NO,NO,NO,"""Vanha ämmä vakkasest'"".",Vuole,1894
skvr05218500,mistä,missä,mistä,v16_lexicon_tier1,NO,NO,NO,"""Mistä se vanha ämmä soaapi?"" -",Vuole,1894
skvr05218500,se,se,se,v16_lexicon_tier1,YES,NO,NO,"""Mistä se vanha ämmä soaapi?"" -",Vuole,1894
skvr05218500,vanha,vanha,vanha,v16_lexicon_tier1,YES,NO,NO,"""Mistä se vanha ämmä soaapi?"" -",Vuole,1894
skvr05218500,ämmä,ämmä,ämmä,v16_lexicon_tier1,YES,NO,NO,"""Mistä se vanha ämmä soaapi?"" -",Vuole,1894
skvr05218500,soaapi,saada,saada,voikko_omorfi,YES,NO,NO,"""Mistä se vanha ämmä soaapi?"" -",Vuole,1894
skvr05218500,nuoren,nuori,nuori,v16_lexicon_tier1,YES,NO,NO,"""Nuoren lehmän nännäsest'.""",Vuole,1894
skvr05218500,lehmän,lehmä,lehmä,omorfi_contextual,YES,NO,NO,"""Nuoren lehmän nännäsest'.""",Vuole,1894
skvr05218500,nännäsest,nänni,nenä,fuzzy_lexicon_morphological,NO,NO,NO,"""Nuoren lehmän nännäsest'.""",Vuole,1894
skvr05218500,mist,mistä,mikä,voikko_omorfi,NO,NO,NO,"""Mist' se nuori lehmä soaapi?"" -",Vuole,1894
skvr05218500,se,se,se,v16_lexicon_tier1,YES,NO,NO,"""Mist' se nuori lehmä soaapi?"" -",Vuole,1894
skvr05218500,nuori,nuori,nuori,v16_lexicon_tier1,YES,NO,NO,"""Mist' se nuori lehmä soaapi?"" -",Vuole,1894
skvr05218500,lehmä,lehmä,lehmä,omorfi_contextual,YES,NO,NO,"""Mist' se nuori lehmä soaapi?"" -",Vuole,1894
skvr05218500,soaapi,saada,saada,voikko_omorfi,YES,NO,NO,"""Mist' se nuori lehmä soaapi?"" -",Vuole,1894
skvr05218500,suokukasta,suokukka,suokukka,omorfi_contextual,YES,NO,NO,"20 ""Suo-kukasta, moaa-kukasta,",Vuole,1894
skvr05218500,moaakukasta,maakukka,maa,voikko_omorfi,NO,NO,NO,"20 ""Suo-kukasta, moaa-kukasta,",Vuole,1894
skvr05218500,pellon,pelto,pelto,v16_lexicon_tier1,YES,NO,NO,"Pellon pientarieen kukasta,",Vuole,1894
skvr05218500,pientarieen,piennar,piki,omorfi_contextual,NO,NO,NO,"Pellon pientarieen kukasta,",Vuole,1894
skvr05218500,kukasta,kukka,kukka,omorfi_contextual,YES,NO,NO,"Pellon pientarieen kukasta,",Vuole,1894
skvr05218500,heliäise,heleä,elää,fuzzy_lexicon_morphological,NO,NO,NO,"Heliäise heinän peästä,",Vuole,1894
skvr05218500,heinän,heinä,heinä,v16_lexicon_tier1,YES,NO,NO,"Heliäise heinän peästä,",Vuole,1894
skvr05218500,peästä,pää,pää,voikko_omorfi,YES,NO,NO,"Heliäise heinän peästä,",Vuole,1894
skvr05218500,kauneen,kaunis,katua,voikko_omorfi,NO,NO,NO,"Kauneen kanervan peästä.""",Vuole,1894
skvr05218500,kanervan,kanerva,kanerva,omorfi_contextual,YES,NO,NO,"Kauneen kanervan peästä.""",Vuole,1894
skvr05218500,peästä,pää,pää,voikko_omorfi,YES,NO,NO,"Kauneen kanervan peästä.""",Vuole,1894
skvr05307390,luulin,luulin,luulla,v16_lexicon_tier1,NO,NO,NO,Luulin päivän paistavaks,Lempaala,1888
skvr05307390,päivän,päivä,päivä,v16_lexicon_tier1,YES,NO,NO,Luulin päivän paistavaks,Lempaala,1888
skvr05307390,paistavaks,paistaa,paistaa,voikko_omorfi,YES,NO,NO,Luulin päivän paistavaks,Lempaala,1888
skvr05307390,kuun,kuu,kuu,v16_lexicon_tier1,YES,NO,NO,"*kuun Jumalan koittavakse,*",Lempaala,1888
skvr05307390,jumalan,jumala,jumala,v16_lexicon_tier1,YES,NO,NO,"*kuun Jumalan koittavakse,*",Lempaala,1888
skvr05307390,koittavakse,koittaa,kaitsea,fuzzy_lexicon_morphological,NO,NO,NO,"*kuun Jumalan koittavakse,*",Lempaala,1888
skvr05307390,luulin,luulla,luulla,v16_lexicon_tier1,YES,NO,NO,luulin kuun kumottavaks;,Lempaala,1888
skvr05307390,kuun,kuu,kuu,v16_lexicon_tier1,YES,NO,NO,luulin kuun kumottavaks;,Lempaala,1888
skvr05307390,kumottavaks,kumottaa,kumottaa,voikko_omorfi,YES,NO,NO,luulin kuun kumottavaks;,Lempaala,1888
skvr05307390,ei,ei,ei,v16_lexicon_tier1,YES,NO,NO,"*ei se päivä paistantkaane,",Lempaala,1888
skvr05307390,se,se,se,v16_lexicon_tier1,YES,NO,NO,"*ei se päivä paistantkaane,",Lempaala,1888
skvr05307390,päivä,päivä,päivä,v16_lexicon_tier1,YES,NO,NO,"*ei se päivä paistantkaane,",Lempaala,1888
skvr05307390,paistantkaane,paistaa,paistaa,fuzzy_lexicon_aggressive,YES,NO,NO,"*ei se päivä paistantkaane,",Lempaala,1888
skvr05307390,kuu,kuu,kuu,v16_lexicon_tier1,YES,NO,NO,"5 kuu Jumalan koittantkaane,*",Lempaala,1888
skvr05307390,jumalan,jumala,jumala,v16_lexicon_tier1,YES,NO,NO,"5 kuu Jumalan koittantkaane,*",Lempaala,1888
skvr05307390,koittantkaane,koittaa,koti,fuzzy_lexicon_aggressive,NO,NO,NO,"5 kuu Jumalan koittantkaane,*",Lempaala,1888
skvr05307390,niin,niin,niin,v16_lexicon_tier1,YES,NO,NO,niin se paisto sulhon paita,Lempaala,1888
skvr05307390,se,se,se,v16_lexicon_tier1,YES,NO,NO,niin se paisto sulhon paita,Lempaala,1888
skvr05307390,paisto,paistaa,paisto,omorfi_contextual,NO,NO,NO,niin se paisto sulhon paita,Lempaala,1888
skvr05307390,sulhon,sulho,sulho,omorfi_contextual,YES,NO,NO,niin se paisto sulhon paita,Lempaala,1888
skvr05307390,paita,paita,paita,v16_lexicon_tier1,YES,NO,NO,niin se paisto sulhon paita,Lempaala,1888
skvr05307390,kun,kuin,kun,v16_lexicon_tier1,NO,NO,NO,"kun paras papin paperi,",Lempaala,1888
skvr05307390,paras,paras,paras,omorfi_contextual,YES,NO,NO,"kun paras papin paperi,",Lempaala,1888
skvr05307390,papin,pappi,papin,v16_lexicon_tier1,NO,NO,NO,"kun paras papin paperi,",Lempaala,1888
skvr05307390,paperi,paperi,paperi,omorfi_contextual,YES,NO,NO,"kun paras papin paperi,",Lempaala,1888
skvr05307390,kirkkoherran,kirkkoherra,kirkkoherra,omorfi_contextual,YES,NO,NO,kirkkoherran kirjalehti.,Lempaala,1888
skvr05307390,kirjalehti,kirjalehti,kirja,omorfi_contextual,NO,NO,NO,kirkkoherran kirjalehti.,Lempaala,1888
skvr06132930,o,o,o,omorfi_contextual,YES,NO,NO,"O sinä, rauta rauka,",Rantasalmi,1692
skvr06132930,sinä,sinä,sinä,omorfi_contextual,YES,NO,NO,"O sinä, rauta rauka,",Rantasalmi,1692
skvr06132930,rauta,rauta,rauta,omorfi_contextual,YES,NO,NO,"O sinä, rauta rauka,",Rantasalmi,1692
skvr06132930,rauka,raukka,raukka,v16_lexicon_tier1,YES,NO,NO,"O sinä, rauta rauka,",Rantasalmi,1692
skvr06132930,ett,ei,ei,v16_lexicon_tier1,YES,NO,NO,"Ett se silloin suuri ollu,",Rantasalmi,1692
skvr06132930,se,sinä,se,v16_lexicon_tier1,NO,NO,NO,"Ett se silloin suuri ollu,",Rantasalmi,1692
skvr06132930,silloin,silloin,silloin,v16_lexicon_tier1,YES,NO,NO,"Ett se silloin suuri ollu,",Rantasalmi,1692
skvr06132930,suuri,suuri,suuri,v16_lexicon_tier1,YES,NO,NO,"Ett se silloin suuri ollu,",Rantasalmi,1692
skvr06132930,ollu,olla,olla,omorfi_contextual,YES,NO,NO,"Ett se silloin suuri ollu,",Rantasalmi,1692
skvr06132930,etkä,ei,ei,v16_lexicon_tier1,YES,NO,NO,"Etkä suuri, etkä pieni,",Rantasalmi,1692
skvr06132930,suuri,suuri,suuri,v16_lexicon_tier1,YES,NO,NO,"Etkä suuri, etkä pieni,",Rantasalmi,1692
skvr06132930,etkä,ei,ei,v16_lexicon_tier1,YES,NO,NO,"Etkä suuri, etkä pieni,",Rantasalmi,1692
skvr06132930,pieni,pieni,pieni,v16_lexicon_tier1,YES,NO,NO,"Etkä suuri, etkä pieni,",Rantasalmi,1692
skvr06132930,qwin,kuin,viedä,fuzzy_lexicon_morphological,NO,NO,NO,Qwin sinä maitona makaiset,Rantasalmi,1692
skvr06132930,sinä,sinä,sinä,omorfi_contextual,YES,NO,NO,Qwin sinä maitona makaiset,Rantasalmi,1692
skvr06132930,maitona,maito,maito,v16_lexicon_tier1,YES,NO,NO,Qwin sinä maitona makaiset,Rantasalmi,1692
skvr06132930,makaiset,maata,makoinen,voikko_omorfi,NO,NO,NO,Qwin sinä maitona makaiset,Rantasalmi,1692
skvr06132930,noren,nuoren,nuori,voikko_omorfi,NO,NO,NO,"5 Noren neitosen nisäsä,",Rantasalmi,1692
skvr06132930,neitosen,neito,neitonen,v16_lexicon_tier1,NO,NO,NO,"5 Noren neitosen nisäsä,",Rantasalmi,1692
skvr06132930,nisäsä,nisä,nisä,v16_lexicon_tier1,YES,NO,NO,"5 Noren neitosen nisäsä,",Rantasalmi,1692
skvr06132930,caswainen,kasvavainen,kasvava,fuzzy_lexicon_morphological,NO,NO,NO,"Caswainen kainaloisa,",Rantasalmi,1692
skvr06132930,kainaloisa,kainalo,kainaloinen,voikko_omorfi,NO,NO,NO,"Caswainen kainaloisa,",Rantasalmi,1692
skvr06132930,hän,hän,hän,v16_lexicon_tier1,YES,NO,NO,"Hän lypsi maalle maitojan,",Rantasalmi,1692
skvr06132930,lypsi,lypsää,lypsää,v16_lexicon_tier1,YES,NO,NO,"Hän lypsi maalle maitojan,",Rantasalmi,1692
skvr06132930,maalle,maa,maa,v16_lexicon_tier1,YES,NO,NO,"Hän lypsi maalle maitojan,",Rantasalmi,1692
skvr06132930,maitojan,maito,maito,omorfi_contextual,YES,NO,NO,"Hän lypsi maalle maitojan,",Rantasalmi,1692
skvr06132930,nijttulle,niittu,neula,fuzzy_lexicon_aggressive,NO,NO,NO,"Nijttulle nisuxiaan,",Rantasalmi,1692
skvr06132930,nisuxiaan,nisus,nisu,voikko_omorfi,NO,NO,NO,"Nijttulle nisuxiaan,",Rantasalmi,1692
skvr06132930,pellole,pelto,pelto,voikko_omorfi,YES,NO,NO,"Pellole peruxian,",Rantasalmi,1692
skvr06132930,peruxian,"perus, perä?",peru,voikko_omorfi,NO,NO,NO,"Pellole peruxian,",Rantasalmi,1692
skvr06132930,sijttä,se,siitä,fuzzy_lexicon_morphological,NO,NO,NO,10 Sijttä että syndy syndi,Rantasalmi,1692
skvr06132930,että,että,että,omorfi_contextual,YES,NO,NO,10 Sijttä että syndy syndi,Rantasalmi,1692
skvr06132930,syndy,syntyä,syntyä,v16_lexicon_tier1,YES,NO,NO,10 Sijttä että syndy syndi,Rantasalmi,1692
skvr06132930,syndi,synty,synti,voikko_omorfi,NO,NO,NO,10 Sijttä että syndy syndi,Rantasalmi,1692
skvr06132930,jo,jo,jo,v16_lexicon_tier1,YES,NO,NO,"Jo caswo caswoi,",Rantasalmi,1692
skvr06132930,caswo,kasvu,kastaa,fuzzy_lexicon_morphological,NO,NO,NO,"Jo caswo caswoi,",Rantasalmi,1692
skvr06132930,caswoi,kasvaa,kastaa,fuzzy_lexicon_morphological,NO,NO,NO,"Jo caswo caswoi,",Rantasalmi,1692
skvr06132930,siki,siitä,iki,voikko_omorfi,NO,NO,NO,Siki sikiminen.,Rantasalmi,1692
skvr06132930,sikiminen,sikiäminen,sikiäminen,voikko_omorfi,YES,NO,NO,Siki sikiminen.,Rantasalmi,1692
skvr06132930,rauta,rauta,rauta,omorfi_contextual,YES,NO,NO,"Rauta on Colmen jaettu,",Rantasalmi,1692
skvr06132930,on,olla,olla,omorfi_contextual,YES,NO,NO,"Rauta on Colmen jaettu,",Rantasalmi,1692
skvr06132930,colmen,kolme,kolme,v16_lexicon_tier1,YES,NO,NO,"Rauta on Colmen jaettu,",Rantasalmi,1692
skvr06132930,jaettu,jakaa,jakaa,v16_lexicon_tier1,YES,NO,NO,"Rauta on Colmen jaettu,",Rantasalmi,1692
skvr06132930,kaszari,kassara,kasari,voikko_omorfi,NO,NO,NO,Kaszari Kiutarille,Rantasalmi,1692
skvr06132930,kiutarille,kivutar,ki,omorfi_contextual,NO,NO,NO,Kaszari Kiutarille,Rantasalmi,1692
skvr06132930,mieka,miekka,miekka,v16_lexicon_tier1,YES,NO,NO,"15 Mieka melcocterille,",Rantasalmi,1692
skvr06132930,melcocterille,melkotar,mela,fuzzy_lexicon_aggressive,NO,NO,NO,"15 Mieka melcocterille,",Rantasalmi,1692
skvr06132930,sirpi,sirppi,sirppi,voikko_omorfi,YES,NO,NO,"Sirpi Kaurietaille,",Rantasalmi,1692
skvr06132930,kaurietaille,kaurietar,karja,fuzzy_lexicon_aggressive,NO,NO,NO,"Sirpi Kaurietaille,",Rantasalmi,1692
skvr06132930,kirwes,kirves,kirves,voikko_omorfi,YES,NO,NO,"Kirwes Iskieterille,",Rantasalmi,1692
skvr06132930,iskieterille,iskijätär,sokea,fuzzy_lexicon_aggressive,NO,NO,NO,"Kirwes Iskieterille,",Rantasalmi,1692
skvr06132930,kassari,kassari,kassari,omorfi_contextual,YES,NO,NO,"Kassari Kiutarille,",Rantasalmi,1692
skvr06132930,kiutarille,kivutar,ki,omorfi_contextual,NO,NO,NO,"Kassari Kiutarille,",Rantasalmi,1692
skvr06132930,keihäs,keihäs,keihäs,omorfi_contextual,YES,NO,NO,"Keihäs syöxeritille,",Rantasalmi,1692
skvr06132930,syöxeritille,syökseritär,syödä,fuzzy_lexicon_aggressive,NO,NO,NO,"Keihäs syöxeritille,",Rantasalmi,1692
skvr06132930,muuta,muu,muu,omorfi_contextual,YES,NO,NO,"20 Muuta raudat muruttarille,",Rantasalmi,1692
skvr06132930,raudat,rauta,raudat,omorfi_contextual,NO,NO,NO,"20 Muuta raudat muruttarille,",Rantasalmi,1692
skvr06132930,muruttarille,murutar,muru,omorfi_contextual,NO,NO,NO,"20 Muuta raudat muruttarille,",Rantasalmi,1692
skvr06132930,weitzi,veitsi,veitsi,fuzzy_lexicon_morphological,YES,NO,NO,Weitzi wijlieittille.,Rantasalmi,1692
skvr06132930,wijlieittille,vielijätär,viiltää,fuzzy_lexicon_aggressive,NO,NO,NO,Weitzi wijlieittille.,Rantasalmi,1692
skvr06132930,tuonne,tuolla,tuonne,omorfi_contextual,NO,NO,NO,"Tuonne kiwus wie paten ala perä,",Rantasalmi,1692
skvr06132930,kiwus,kipu,kidus,voikko_omorfi,NO,NO,NO,"Tuonne kiwus wie paten ala perä,",Rantasalmi,1692
skvr06132930,wie,viedä,viedä,voikko_omorfi,YES,NO,NO,"Tuonne kiwus wie paten ala perä,",Rantasalmi,1692
skvr06132930,paten,paasi,patti,voikko_omorfi,NO,NO,NO,"Tuonne kiwus wie paten ala perä,",Rantasalmi,1692
skvr06132930,ala,ala,ala,v16_lexicon_tier1,YES,NO,NO,"Tuonne kiwus wie paten ala perä,",Rantasalmi,1692
skvr06132930,perä,perä,perä,omorfi_contextual,YES,NO,NO,"Tuonne kiwus wie paten ala perä,",Rantasalmi,1692
skvr06132930,koiwuun,koivu,koivu,voikko_omorfi,YES,NO,NO,"Koiwuun colmjkandaan,",Rantasalmi,1692
skvr06132930,colmjkandaan,kolmikanta,kolme,fuzzy_lexicon_aggressive,NO,NO,NO,"Koiwuun colmjkandaan,",Rantasalmi,1692
skvr06132930,haapaan,haapa,haapa,omorfi_contextual,YES,NO,NO,"Haapaan halenneseen,",Rantasalmi,1692
skvr06132930,halenneseen,haleta,länsi,fuzzy_lexicon_morphological,NO,NO,NO,"Haapaan halenneseen,",Rantasalmi,1692
skvr06132930,ihost,iho,iho,voikko_omorfi,YES,NO,NO,"25 Ihost ihmisen raukan,",Rantasalmi,1692
skvr06132930,ihmisen,ihminen,ihminen,omorfi_contextual,YES,NO,NO,"25 Ihost ihmisen raukan,",Rantasalmi,1692
skvr06132930,raukan,raukka,raukka,omorfi_contextual,YES,NO,NO,"25 Ihost ihmisen raukan,",Rantasalmi,1692
skvr06132930,soihiin,suo,suo,voikko_omorfi,YES,NO,NO,"Soihiin mättäittöman,",Rantasalmi,1692
skvr06132930,mättäittöman,mättäätön,mätäs,fuzzy_lexicon_aggressive,NO,NO,NO,"Soihiin mättäittöman,",Rantasalmi,1692
skvr06132930,karwast,karva,karva,fuzzy_lexicon_morphological,YES,NO,NO,"Karwast emäkapeen,",Rantasalmi,1692
skvr06132930,emäkapeen,emäkave,emä,voikko_omorfi,NO,NO,NO,"Karwast emäkapeen,",Rantasalmi,1692
skvr06132930,ihost,iho,iho,voikko_omorfi,YES,NO,NO,Ihost allastamast:,Rantasalmi,1692
skvr06132930,allastamast,allastaa,alainen,fuzzy_lexicon_aggressive,NO,NO,NO,Ihost allastamast:,Rantasalmi,1692
skvr06132930,waiwon,vaiva,aivan,fuzzy_lexicon_morphological,NO,NO,NO,Waiwon waattelisest.,Rantasalmi,1692
skvr06132930,waattelisest,vaatteellinen,vaate,fuzzy_lexicon_morphological,NO,NO,NO,Waiwon waattelisest.,Rantasalmi,1692
skvr06132930,nijn,niin,niin,v16_lexicon_tier1,YES,NO,NO,"30 Nijn puhden sulalla suulla,",Rantasalmi,1692
skvr06132930,puhden,puhua / puhtia,puhde,voikko_omorfi,NO,NO,NO,"30 Nijn puhden sulalla suulla,",Rantasalmi,1692
skvr06132930,sulalla,sula,sula,v16_lexicon_tier1,YES,NO,NO,"30 Nijn puhden sulalla suulla,",Rantasalmi,1692
skvr06132930,suulla,suu,suu,v16_lexicon_tier1,YES,NO,NO,"30 Nijn puhden sulalla suulla,",Rantasalmi,1692
skvr06132930,leuwalla,leuka,leuka,voikko_omorfi,YES,NO,NO,"Leuwalla lepvellan,",Rantasalmi,1692
skvr06132930,lepvellan,lepottoa,pelto,fuzzy_lexicon_morphological,NO,NO,NO,"Leuwalla lepvellan,",Rantasalmi,1692
skvr06132930,herran,Herra,herra,omorfi_contextual,YES,NO,NO,"Herran hengellä hyvällä,",Rantasalmi,1692
skvr06132930,hengellä,henki,henki,omorfi_contextual,YES,NO,NO,"Herran hengellä hyvällä,",Rantasalmi,1692
skvr06132930,hyvällä,hyvä,hyvä,v16_lexicon_tier1,YES,NO,NO,"Herran hengellä hyvällä,",Rantasalmi,1692
skvr06132930,luojan,Luoja,luoja,v16_lexicon_tier1,YES,NO,NO,"Luojan colmella sanalla,",Rantasalmi,1692
skvr06132930,colmella,kolme,kolme,voikko_omorfi,YES,NO,NO,"Luojan colmella sanalla,",Rantasalmi,1692
skvr06132930,sanalla,sana,sana,omorfi_contextual,YES,NO,NO,"Luojan colmella sanalla,",Rantasalmi,1692
skvr06132930,keskeä,keskellä,käskeä,voikko_omorfi,NO,NO,NO,Keskeä kiwuttomax.,Rantasalmi,1692
skvr06132930,kiwuttomax,kivuton,kipu,fuzzy_lexicon_morphological,NO,NO,NO,Keskeä kiwuttomax.,Rantasalmi,1692
skvr07239280,tieän,tietää,tie,voikko_omorfi,NO,NO,NO,"Tieän, ohto, synnyntäsi",Pohjois-Karjala,1847
skvr07239280,ohto,ohto,ohto,omorfi_contextual,YES,NO,NO,"Tieän, ohto, synnyntäsi",Pohjois-Karjala,1847
skvr07239280,synnyntäsi,syntymä,synnyntä,fuzzy_lexicon_morphological,NO,NO,NO,"Tieän, ohto, synnyntäsi",Pohjois-Karjala,1847
skvr07239280,karva,karva,karva,omorfi_contextual,YES,NO,NO,"Karva jalka, kasvantasi.",Pohjois-Karjala,1847
skvr07239280,jalka,jalka,jalka,omorfi_contextual,YES,NO,NO,"Karva jalka, kasvantasi.",Pohjois-Karjala,1847
skvr07239280,kasvantasi,kasvanta,kasvanta,omorfi_contextual,YES,NO,NO,"Karva jalka, kasvantasi.",Pohjois-Karjala,1847
skvr07239280,miss,missä,miss,omorfi_contextual,NO,NO,NO,"Miss' out, ohto, synnytetty,",Pohjois-Karjala,1847
skvr07239280,out,olla,ou,omorfi_contextual,NO,NO,NO,"Miss' out, ohto, synnytetty,",Pohjois-Karjala,1847
skvr07239280,ohto,ohto,ohto,omorfi_contextual,YES,NO,NO,"Miss' out, ohto, synnytetty,",Pohjois-Karjala,1847
skvr07239280,synnytetty,synnyttää,synnyttää,omorfi_contextual,YES,NO,NO,"Miss' out, ohto, synnytetty,",Pohjois-Karjala,1847
skvr07239280,karva,karva,karva,omorfi_contextual,YES,NO,NO,"[Karva jalka], kasvatettu?",Pohjois-Karjala,1847
skvr07239280,jalka,jalka,jalka,omorfi_contextual,YES,NO,NO,"[Karva jalka], kasvatettu?",Pohjois-Karjala,1847
skvr07239280,kasvatettu,kasvattaa,kasvattaa,omorfi_contextual,YES,NO,NO,"[Karva jalka], kasvatettu?",Pohjois-Karjala,1847
skvr07239280,suon,suo,suo,v16_lexicon_tier1,YES,NO,NO,"5 Suon navoilla, maan navoilla,",Pohjois-Karjala,1847
skvr07239280,navoilla,napa,napa,omorfi_contextual,YES,NO,NO,"5 Suon navoilla, maan navoilla,",Pohjois-Karjala,1847
skvr07239280,maan,maa,maa,v16_lexicon_tier1,YES,NO,NO,"5 Suon navoilla, maan navoilla,",Pohjois-Karjala,1847
skvr07239280,navoilla,napa,napa,omorfi_contextual,YES,NO,NO,"5 Suon navoilla, maan navoilla,",Pohjois-Karjala,1847
skvr07239280,kirjokangasten,kirjokangas,kirjo,omorfi_contextual,NO,NO,NO,"Kirjokangasten perillä,",Pohjois-Karjala,1847
skvr07239280,perillä,perä,perillä,omorfi_contextual,NO,NO,NO,"Kirjokangasten perillä,",Pohjois-Karjala,1847
skvr07239280,kengällä,kenkä,kenkä,omorfi_contextual,YES,NO,NO,"Kengällä korian kuusen,",Pohjois-Karjala,1847
skvr07239280,korian,korea,kori,voikko_omorfi,NO,NO,NO,"Kengällä korian kuusen,",Pohjois-Karjala,1847
skvr07239280,kuusen,kuusi,kuusi,v16_lexicon_tier1,YES,NO,NO,"Kengällä korian kuusen,",Pohjois-Karjala,1847
skvr07239280,kataikon,katajikko,katajikko,voikko_omorfi,YES,NO,NO,"Kataikon kainalossa,",Pohjois-Karjala,1847
skvr07239280,kainalossa,kainalo,kainalo,v16_lexicon_tier1,YES,NO,NO,"Kataikon kainalossa,",Pohjois-Karjala,1847
skvr07239280,närän,närä,närä,omorfi_contextual,YES,NO,NO,Närän pehkon perässä.,Pohjois-Karjala,1847
skvr07239280,pehkon,pehko,pehko,omorfi_contextual,YES,NO,NO,Närän pehkon perässä.,Pohjois-Karjala,1847
skvr07239280,perässä,perä,perä,v16_lexicon_tier1,YES,NO,NO,Närän pehkon perässä.,Pohjois-Karjala,1847
skvr07239280,miss,missä,missä,v16_lexicon_tier1,YES,NO,NO,10 Miss' on into annetuna?,Pohjois-Karjala,1847
skvr07239280,on,olla,olla,omorfi_contextual,YES,NO,NO,10 Miss' on into annetuna?,Pohjois-Karjala,1847
skvr07239280,into,into,into,omorfi_contextual,YES,NO,NO,10 Miss' on into annetuna?,Pohjois-Karjala,1847
skvr07239280,annetuna,antaa,annettu,voikko_omorfi,NO,NO,NO,10 Miss' on into annetuna?,Pohjois-Karjala,1847
skvr07239280,taivo,taivas,taivo,omorfi_contextual,NO,NO,NO,"Taivo tähtien seassa,",Pohjois-Karjala,1847
skvr07239280,tähtien,tähti,tähti,omorfi_contextual,YES,NO,NO,"Taivo tähtien seassa,",Pohjois-Karjala,1847
skvr07239280,seassa,seassa,seassa,omorfi_contextual,YES,NO,NO,"Taivo tähtien seassa,",Pohjois-Karjala,1847
skvr07239280,otavaisten,otavainen,ottaa,voikko_omorfi,NO,NO,NO,Otavaisten olkapäillä.,Pohjois-Karjala,1847
skvr07239280,olkapäillä,olkapää,olkapää,omorfi_contextual,YES,NO,NO,Otavaisten olkapäillä.,Pohjois-Karjala,1847
skvr07301620,käſi,käsi,keski,fuzzy_lexicon_morphological,NO,NO,NO,Käſi Wäinämöiſen hacattin,Metsäsuomalaisten alue,1700
skvr07301620,wäinämöiſen,Väinämöinen,väinämöinen,fuzzy_lexicon_morphological,YES,NO,NO,Käſi Wäinämöiſen hacattin,Metsäsuomalaisten alue,1700
skvr07301620,hacattin,hakata,koota,fuzzy_lexicon_morphological,NO,NO,NO,Käſi Wäinämöiſen hacattin,Metsäsuomalaisten alue,1700
skvr07301620,bölckyn,pölkky,pölkky,fuzzy_lexicon_morphological,YES,NO,NO,bölckyn böriwän päſä,Metsäsuomalaisten alue,1700
skvr07301620,böriwän,pyöriä,polvi,fuzzy_lexicon_morphological,NO,NO,NO,bölckyn böriwän päſä,Metsäsuomalaisten alue,1700
skvr07301620,päſä,pää,pää,voikko_omorfi,YES,NO,NO,bölckyn böriwän päſä,Metsäsuomalaisten alue,1700
skvr07301620,ſulla,sula?,sula,fuzzy_lexicon_morphological,NO,NO,NO,ſulla boica Wäinämöinen,Metsäsuomalaisten alue,1700
skvr07301620,boica,poika,poika,v16_lexicon_tier1,YES,NO,NO,ſulla boica Wäinämöinen,Metsäsuomalaisten alue,1700
skvr07301620,wäinämöinen,Väinämöinen,väinämöinen,fuzzy_lexicon_morphological,YES,NO,NO,ſulla boica Wäinämöinen,Metsäsuomalaisten alue,1700
skvr07301620,tockinhermickin,tukkia Hermikki,tockinhermickin,identity_fallback,NO,NO,YES,tockinhermickin werällä,Metsäsuomalaisten alue,1700
skvr07301620,werällä,veri,erä,voikko_omorfi,NO,NO,NO,tockinhermickin werällä,Metsäsuomalaisten alue,1700
skvr07301620,tocki,tukkia,to,voikko_omorfi,NO,NO,NO,5 tocki näillä tockella,Metsäsuomalaisten alue,1700
skvr07301620,näillä,nämä,nämä,omorfi_contextual,YES,NO,NO,5 tocki näillä tockella,Metsäsuomalaisten alue,1700
skvr07301620,tockella,tuke,takeltua,fuzzy_lexicon_morphological,NO,NO,NO,5 tocki näillä tockella,Metsäsuomalaisten alue,1700
skvr07301620,käy,käydä,käydä,omorfi_contextual,YES,NO,NO,käy näillä mättäillä,Metsäsuomalaisten alue,1700
skvr07301620,näillä,nämä,nämä,omorfi_contextual,YES,NO,NO,käy näillä mättäillä,Metsäsuomalaisten alue,1700
skvr07301620,mättäillä,mätäs,mätäs,omorfi_contextual,YES,NO,NO,käy näillä mättäillä,Metsäsuomalaisten alue,1700
skvr07301620,jeſuxen,Jeesus,jeesus,v16_lexicon_tier1,YES,NO,NO,Jeſuxen byhän nimen,Metsäsuomalaisten alue,1700
skvr07301620,byhän,pyhä,pyhä,voikko_omorfi,YES,NO,NO,Jeſuxen byhän nimen,Metsäsuomalaisten alue,1700
skvr07301620,nimen,nimi,nimi,omorfi_contextual,YES,NO,NO,Jeſuxen byhän nimen,Metsäsuomalaisten alue,1700
skvr07301620,as,ah,as,omorfi_contextual,NO,NO,NO,as ſiuoas rauda raiska,Metsäsuomalaisten alue,1700
skvr07301620,ſiuoas,sinä,sija,fuzzy_lexicon_morphological,NO,NO,NO,as ſiuoas rauda raiska,Metsäsuomalaisten alue,1700
skvr07301620,rauda,rauta,rauta,voikko_omorfi,YES,NO,NO,as ſiuoas rauda raiska,Metsäsuomalaisten alue,1700
